var_i,var_j,p_i_to_j,p_j_to_i,class_i_to_j,class_j_to_i,pair_relation
emotional_guardedness,social_connection,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,social_interaction_impact,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,social_isolation,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,stability,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,stress,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,struggle_to_find_peace,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,struggle_with_contentment,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,struggle_with_peace,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,struggle_with_purpose,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,survival_mode,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,survival_pattern,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,task_focus,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,temperament,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,therapeutic_activity,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,time_demands,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,time_management,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,trauma,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,travel,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,trust_issues,0.000000,0.000151,low,low,no_supported_connection
emotional_guardedness,uncertainty,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,unhealthy_coping,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,unpredictable_outbursts,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,unrealistic_expectations,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,unsafe_environment,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,unstable_emotional_state,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,upbringing_influence_on_mood,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,vivid_memories,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,void_left_by_childhood,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,volatility,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,vulnerability,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,work_family_obligations,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,work_performance,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,workplace_friction,0.000000,0.000000,low,low,no_supported_connection
emotional_guardedness,yoga_practice,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_insecurity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_instability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_intensity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_management,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_overwhelm,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_persistence,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_protection,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_reactivity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_recovery,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_resilience,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_safety,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_scarring,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_shutdown,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_stability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_struggle,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_suppression,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_tension,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_triggers,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,emotional_unsettledness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,energy_depletion,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,energy_expenditure,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,energy_level,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,engagement_effort_aversion,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,engagement_in_hobbies,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,engagement_with_world,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,environmental_change,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,environmental_control,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,environmental_disruption,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,environmental_instability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,environmental_safety,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,environmental_scanning,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,environmental_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,environmental_unsafety,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,exercise_routine,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,exhaustion,0.000368,0.000000,low,low,no_supported_connection
emotional_heaviness,external_demands,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,external_pressure,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,family_support,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,fear,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,fear_of_abandonment,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,fear_of_chaos,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,fear_of_failure,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,fear_of_triggering_others,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,fear_of_vulnerability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,feeling_trapped,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,feeling_unsafe,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,feeling_unsupported,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,financial_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,focus,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,functional_impairment,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,gardening_hobby,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,geographic_location,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,geographic_relocation,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,health_consciousness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,high_alert_state,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,home_environmental_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,hopelessness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,impulsivity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,independent_living,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,insecurity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,instability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,instability_in_early_years,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internal_alarm_management,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internal_conflict,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internal_instability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internal_map,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internal_momentum,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internal_noise,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internal_restlessness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internal_strain,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internalized_negativity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,internalized_threat_response,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,intrusive_thoughts,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,lack_of_control,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,lack_of_peace,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,lack_of_purpose,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,lack_of_safety,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,life_changes,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,life_demand_balance,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,life_demands,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,life_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,living_situation,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,loneliness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,loss_of_balance,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,loss_of_control,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,loss_of_drive,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,loss_of_emotional_control,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,loss_of_energy,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,loss_of_interest,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,low_energy,0.001628,0.000000,low,low,no_supported_connection
emotional_heaviness,marital_tension,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_demands,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_distraction,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_focus,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_load,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_looping,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_preoccupation,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_rehearsal,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_repetition,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_rumination,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_struggle,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,mental_volatility,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,need_for_control,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,need_for_safety,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,need_for_security,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,negative_interactions,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,negative_outlook_on_future,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,negative_thought_patterns,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,new_environment,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,obligation_overload,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,obligations,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,obsessive_behavior,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,obsessive_thinking,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,occupation,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,operating_capacity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,painting,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,painting_miniatures,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,parental_volatility,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,past_shaping_present,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,past_trauma,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,patterned_behavior,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,peace,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,perceived_current_environment,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,perceived_failure,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,perceived_lack_of_control,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,perceived_progress_towards_goals,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,perception_of_world,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,perfectionism,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,permanent_tension,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,perpetual_strain,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,persistence,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,persistent_anxiety,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,persistent_sense_of_instability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,persistent_weight,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,pessimistic_expectations,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,physical_health,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,physical_sensation_of_anxiety,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,physical_symptoms,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,planning_ineffectiveness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,poor_social_connections,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,poor_work_life_balance,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,pottery_hobby,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,powerlessness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,preference_for_alone_time,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,preoccupation_with_past,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,pressure_handling_difficulty,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,pressure_sensitivity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,productivity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,projected_calm,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,reactive_behavior,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,reflective_thinking,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,regret,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,relationship_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,relaxation,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,relaxation_ability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,relaxation_difficulty,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,residential_location,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,responsibility,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,restlessness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,rigid_control,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,role_playing,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,sadness,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,safety_perspective,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,schedule_management,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,security,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,security_concerns,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,security_insecurity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,security_need,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_care,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_care_activity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_care_effort,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_care_efforts,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_control_difficulty,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_criticism,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_distancing,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_distraction,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_focus,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_identification_with_past_patterns,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_management,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_perceived_failure,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_protection,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_protection_patterns,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_recognition,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_reconciliation,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_reflection,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_reliance,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,self_sabotaging_behavior,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,sense_of_security,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,sleep_deprivation,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,sleep_disturbance,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,sleep_quality,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,social_anxiety,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,social_commitment,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,social_concealment,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,social_connection,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,social_interaction_impact,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,social_isolation,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,stability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,stress,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,struggle_to_find_peace,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,struggle_with_contentment,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,struggle_with_peace,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,struggle_with_purpose,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,survival_mode,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,survival_pattern,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,task_focus,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,temperament,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,therapeutic_activity,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,time_demands,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,time_management,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,trauma,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,travel,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,trust_issues,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,uncertainty,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,unhealthy_coping,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,unpredictable_outbursts,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,unrealistic_expectations,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,unsafe_environment,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,unstable_emotional_state,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,upbringing_influence_on_mood,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,vivid_memories,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,void_left_by_childhood,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,volatility,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,vulnerability,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,work_family_obligations,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,work_performance,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,workplace_friction,0.000000,0.000000,low,low,no_supported_connection
emotional_heaviness,yoga_practice,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_instability,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_intensity,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_management,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_overwhelm,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_persistence,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_protection,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_reactivity,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_recovery,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_resilience,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_safety,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_scarring,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_shutdown,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_stability,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_struggle,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_suppression,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_tension,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_triggers,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,emotional_unsettledness,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,energy_depletion,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,energy_expenditure,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,energy_level,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,engagement_effort_aversion,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,engagement_in_hobbies,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,engagement_with_world,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,environmental_change,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,environmental_control,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,environmental_disruption,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,environmental_instability,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,environmental_safety,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,environmental_scanning,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,environmental_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,environmental_unsafety,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,exercise_routine,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,exhaustion,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,external_demands,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,external_pressure,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,family_support,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,fear,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,fear_of_abandonment,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,fear_of_chaos,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,fear_of_failure,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,fear_of_triggering_others,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,fear_of_vulnerability,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,feeling_trapped,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,feeling_unsafe,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,feeling_unsupported,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,financial_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,focus,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,functional_impairment,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,gardening_hobby,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,geographic_location,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,geographic_relocation,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,health_consciousness,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,high_alert_state,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,home_environmental_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,hopelessness,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,impulsivity,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,independent_living,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,insecurity,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,instability,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,instability_in_early_years,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internal_alarm_management,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internal_conflict,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internal_instability,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internal_map,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internal_momentum,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internal_noise,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internal_restlessness,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internal_strain,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internalized_negativity,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,internalized_threat_response,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,intrusive_thoughts,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,lack_of_control,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,lack_of_peace,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,lack_of_purpose,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,lack_of_safety,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,life_changes,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,life_demand_balance,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,life_demands,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,life_stress,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,living_situation,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,loneliness,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,loss_of_balance,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,loss_of_control,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,loss_of_drive,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,loss_of_emotional_control,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,loss_of_energy,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,loss_of_interest,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,low_energy,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,marital_tension,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_demands,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_distraction,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_focus,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_load,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_looping,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_preoccupation,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_rehearsal,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_repetition,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_rumination,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_struggle,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,mental_volatility,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,need_for_control,0.000000,0.000000,low,low,no_supported_connection
emotional_insecurity,need_for_safety,0.000000,0.000000,low,low,no_supported_connection
